,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher
10,Towards automated analysis of connectomes: The configurable pipeline for the analysis of connectomes (c-pac),http://journal.frontiersin.org/article/10.3389/conf.fninf.2014.08.00117,2014,11,2,18033793063805342610,,"http://scholar.google.com/scholar?cites=18033793063805342610&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=18033793063805342610&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:klMFkT7nRPoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOvrwHyPGbhY7qXC7g5GvmRdYRk9L&scisf=4&ct=citation&cd=10&hl=en,"... data from 20-30 participants are now exploring the functional connectome using data acquiredfrom thousands of participants, made publicly available through the 1000 Functional ConnectomesProject and its International Neuroimaging Data-sharing Initiative (INDI). ...",,"Sikka, S & Cheung, B & Khanuja, R & Ghosh, S & Yan, C & Li, Q & Vogelstein, J & Burns, R & Colcombe, S & Craddock, C & others",
11,1000 Functional Connectomes Project,,2011,2,0,9738462940699032973,,"http://scholar.google.com/scholar?cites=9738462940699032973&as_sdt=2005&sciodt=0,5&hl=en",,http://scholar.googleusercontent.com/scholar.bib?q=info:jf2rrnL4JYcJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOoDI_o71VGM96FZLi5QmL35FDpsX&scisf=4&ct=citation&cd=11&hl=en,,,"Milham, M & Buckner, RL & Castellanos, FX & Margulies, D & Zang, Y & Mennes, M & Gutman, D & Bangaru, S & Craddock, C & LaConte, S & others",
12,Network centrality in the human functional connectome,http://cercor.oxfordjournals.org/content/22/8/1862.short,2012,345,16,6622523526495612444,,"http://scholar.google.com/scholar?cites=6622523526495612444&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6622523526495612444&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:HC5wSQ_u51sJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOjhMsAlL3Iv8tD_DPnyx3pL_wVvv&scisf=4&ct=citation&cd=12&hl=en,"... phenotypic relationships. Specifically, we carried out our analyses using a largesample (ie, 1003 R-fMRI data sets from the 1000 Functional Connectomes Project:FCP, http://fcon_1000.projects.nitrc.org) to build up VNCM. We ...",Cerebral cortex,"Zuo, Xi-Nian & Ehmke, Ross & Mennes, Maarten & Imperati, Davide & Castellanos, F Xavier & Sporns, Olaf & Milham, Michael P",Oxford Univ Press
13,Towards automated analysis of connectomes: The configurable pipeline for the analysis of connectomes (c-pac),http://www.frontiersin.org/10.3389/conf.fninf.2013.09.00042/event_abstract,2013,12,2,10705501512287902261,,"http://scholar.google.com/scholar?cites=10705501512287902261&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10705501512287902261&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:NdpTvueUkZQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOg7JBVHX5af4eySaDZv7TBC0WZT7&scisf=4&ct=citation&cd=13&hl=en,"... use on large data sets such as those made public by the International Neuroimaging Data-sharingInitiative (INDI, http://fcon_1000.projects.nitrc.org/). ... and analyze several large (~1000 subject)datasets available through the 1000 Functional Connectomes Project and INDI ...",Front Neuroinform,"Craddock, C & Sikka, S & Cheung, B & Khanuja, R & Ghosh, SS & Yan, C & Li, Q & Lurie, D & Vogelstein, J & Burns, R & others",
14,Dynamical stability of intrinsic connectivity networks,http://www.sciencedirect.com/science/article/pii/S1053811911012262,2012,9,13,15812519020277213263,,"http://scholar.google.com/scholar?cites=15812519020277213263&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15812519020277213263&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:Tyi7R0VacdsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOopsg4cUi3B-jWcNrGvz2Rt_xKLQ&scisf=4&ct=citation&cd=14&hl=en,"... Neuroimaging Informatics Tools and Resources Clearinghouse (NITRC) and the InternationalNeuroimaging Data-sharing Initiative (INDI), a ... fMRI data was extracted from the open-access'1000 Functional Connectomes Project' (http://fcon_1000.projects.nitrc.org/) in which ...",Neuroimage,"Ferguson, Michael A & Anderson, Jeffrey S",Elsevier
15,Predictive classification of individual magnetic resonance imaging scans from children and adolescents,http://link.springer.com/article/10.1007/s00787-012-0319-0,2013,19,11,10993962871359467922,,"http://scholar.google.com/scholar?cites=10993962871359467922&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10993962871359467922&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:kvE2pftmkpgJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOkBmq3uDOE3W7iwjIG5pXaFYel7i&scisf=4&ct=citation&cd=15&hl=en,... The data included in the current study are available online as part of the ADHD-200Sample and the International Neuroimaging Data sharing Initiative. They can bedownloaded through http://fcon_1000.projects.nitrc.org/indi/adhd200. ...,European child \& adolescent psychiatry,"Johnston, BA & Mwangi, B & Matthews, K & Coghill, D & Steele, JD",Springer
16,Open neuroscience solutions for the connectome-wide association era,http://www.sciencedirect.com/science/article/pii/S0896627311010038,2012,76,10,12003488376267652387,,"http://scholar.google.com/scholar?cites=12003488376267652387&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12003488376267652387&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:I732vBT1lKYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOqfQZ4YtNO0zF1GpMXO7U738SfaZ&scisf=4&ct=citation&cd=16&hl=en,"... In December 2009, the FCP (http://fcon_1000.projects.nitrc.org) publicly released over 1,300 ... Inparticular, the Nathan Kline Institute-Rockland Sample (NKI-RS) successfully and ... provides supportfor data repositories such as the 1000 Functional Connectomes Project and the ...",Neuron,"Milham, Michael Peter",Elsevier
17,Learning to classify psychiatric disorders based on fMR images: Autism vs healthy and ADHD vs healthy,http://scholar.google.com/https://pdfs.semanticscholar.org/b5c9/0dc06b63099c3d35c86c97fa24ebf9d41fb6.pdf,2013,5,2,5152766145161039917,http://scholar.google.com/https://pdfs.semanticscholar.org/b5c9/0dc06b63099c3d35c86c97fa24ebf9d41fb6.pdf,"http://scholar.google.com/scholar?cites=5152766145161039917&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5152766145161039917&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:LZD7LIJNgkcJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOpUVSa5eDC2K3t5q0VDHvfbnPf8w&scisf=4&ct=citation&cd=17&hl=en,"... 5. ADHD-200 global competition results. http://fcon_1000.projects.nitrc.org/ indi/adhd200/results.html, 2011. 6. ABIDE dataset. http://fcon_1000.projects.nitrc.org/indi/abide/, 2011. 7. A Di Martinoet al. The autism brain imaging data exchange: towards a large-scale evaluation of ...",,"Ghiassian, Sina & Greiner, Russell & Jin, Ping & Brown, M",
18,Discrimination of ADHD based on fMRI data with Deep Belief Network,http://link.springer.com/chapter/10.1007/978-3-319-09330-7_27,2014,3,3,4542789605204065919,,"http://scholar.google.com/scholar?cites=4542789605204065919&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4542789605204065919&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:f36GwxM7Cz8J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOgEzqAmiDo03CqAyW9oZBQFctNrH&scisf=4&ct=citation&cd=18&hl=en,"... Fortunately, the 1000 Functional Connectomes Project (FCP) provided a model which includeslarge-scale datasets [7 ... data and scan parameters of ADHD were released on the ADHD-200Global Competition website (http://fcon_1000.projects.nitrc.org/indi/adhd200 ...",,"Kuang, Deping & Guo, Xiaojiao & An, Xiu & Zhao, Yilu & He, Lianghua",
19,Task vs. rest—different network configurations between the coactivation and the resting-state brain networks,http://books.google.com/books?hl=en&lr=&id=8q1BCgAAQBAJ&oi=fnd&pg=PA150&dq=fcon_1000.projects.nitrc.org+OR+%22Rockland+Sample%22+OR+%221000+Functional+Connectomes+Project%22+OR+%22International+Neuroimaging+Data-Sharing+Initiative%22+OR+%22Autism+Brain+Imaging+Data+Exchange%22+OR+ADHD-200+OR+%22Consortium+for+Reproducibility+and+Reliability%22&ots=UPArZsM8VV&sig=It3mztddR0QVlIAdg98Qx2BS_P0,2013,43,15,16983261053466311409,,"http://scholar.google.com/scholar?cites=16983261053466311409&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=16983261053466311409&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:8fqVa_KpsOsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOkIJcrkYKMF8yEDFpz42CASCgrvc&scisf=4&ct=citation&cd=19&hl=en,"... The Oulu dataset from the 1000 Functional Connectomes Project was used (Biswal et al., 2010). ...bias of the resting-state dataset, we have conducted a separate anal- ysis using anotherresting-state dataset, ie, the Nathan Kline Institute (NKI)/Rockland Sample (http://fcon_1000. ...",,"Di, Xin & Gohel, Suril & Kim, Eun H & Biswal, Bharat B",
20,"Toward reliable characterization of functional homogeneity in the human brain: preprocessing, scan duration, imaging resolution and computational space",http://www.sciencedirect.com/science/article/pii/S1053811912010208,2013,171,17,2410745580831761940,,"http://scholar.google.com/scholar?cites=2410745580831761940&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2410745580831761940&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:FOZRRVWwdCEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPHCQCOf2O9gENO9W5th5faIEVkh8&scisf=4&ct=citation&cd=20&hl=en,"While researchers have extensively characterized functional connectivity between brain regions,the characterization of functional homogeneity within a region o.",Neuroimage,"Zuo, Xi-Nian & Xu, Ting & Jiang, Lili & Yang, Zhi & Cao, Xiao-Yan & He, Yong & Zang, Yu-Feng & Castellanos, F Xavier & Milham, Michael P",Elsevier
21,"Lengthy and expensive? Why the future of diagnostic neuroimaging may be faster, cheaper, and more collaborative than we think",http://www.tandfonline.com/doi/full/10.1080/21507740.2012.721466,2012,1,2,7442242023157737687,,"http://scholar.google.com/scholar?cites=7442242023157737687&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7442242023157737687&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:1yjNerAnSGcJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPIjsgw94RqzKJIr5rcbyKXyGsV55&scisf=4&ct=citation&cd=21&hl=en,... collaborating with the International Neuroimaging Data-Sharing Initiative (INDI) launched theADHD-200 global competition to demonstrate the real-world feasibility and potential merits oflarge-scale collaborative brain science (http://fcon_1000.projects.nitrc.org/indi/adhd200). ...,AJOB Neuroscience,"Lifshitz, Michael & Margulies, Daniel S & Raz, Amir",Taylor \& Francis
22,Collective brain maps,http://www.nature.com/nmeth/journal/v7/n4/abs/nmeth0410-253.html,2010,2,9,8102838610036994551,,"http://scholar.google.com/scholar?cites=8102838610036994551&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8102838610036994551&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:9zGT_8gQc3AJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPN0XIUnlRSFc5B1NjOY901jOT57s&scisf=4&ct=citation&cd=22&hl=en,"... The purpose of the project, named the 1000 Functional Connectomes Project after its genomicsibling, “was to prove whether data gathered in different centers in a uncoordinated manner couldgenerate meaningful results and whether there would be any strength to the data ...",Nature Methods,"Pastrana, Erika",Nature Publishing Group
23,Browsing the connectome: 3D functional and structural brainnetworks in the cloud,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2055723/component/escidoc:2055722/3872_Heuer.pdf,2014,1,4,8965144369171569187,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2055723/component/escidoc:2055722/3872_Heuer.pdf,"http://scholar.google.com/scholar?cites=8965144369171569187&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8965144369171569187&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:I5qQ7E2XanwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPIwRR92rH-Ag7sztd7_bMYDWkgIm&scisf=4&ct=citation&cd=23&hl=en,"... Physiol Rev, 91: 1357–1392. Interactive version available at onpub.cbs.mpg.de. 3Nathan Kline Institute-Rockland Sample: fcon_1000.projects.nitrc.org/ indi/enhanced/.4 Schaefer A et al. (2014), 'Dynamic network participation of ...",,"Heuer, Katja & Schurade, Ralph & B{\""o}ttger, Joachim & Margulies, Daniel S & Kn{\""o}sche, Thomas R & Friederici, Angela D & Anwander, Alfred",
24,Discovery Science in the ADHD-200 Sample Reveals Dysfunction in Sensory and Motor Cortices,,2011,0,0,,,,,http://scholar.googleusercontent.com/scholar.bib?q=info:ZJ4fA_7tofQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPKZyMj4oJyfwtMwofCB-h8ikvDuj&scisf=4&ct=citation&cd=24&hl=en,,,"Milham, Michael P & Mennes, Maarten & Gutman, Dave & Buitelaar, Jan & Dickstein, Daniel & Fair, Damien & Kennedy, David & Luna, Bea & Mostofsky, Stewart & Nigg, Joel & others",
25,Classification of ADHD Patients from the ADHD-200 Dataset Using Resting State Networks,,2014,0,0,,,,,http://scholar.googleusercontent.com/scholar.bib?q=info:N8aoHf0F6a4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPL9GDS313KDbl9cPDMj8LruBUZ2_&scisf=4&ct=citation&cd=25&hl=en,,,"Sikoglu, Elif M & Czerniak, Suzanne M & Mick, Eric & Kennedy, David N & King, Jean A & Moore, Constance M",
26,"Keeping it Simple: Sharing 2631+ Resting State fMRI Datasets Through the FCP, INDI and ADHD-200 Sample",http://www.frontiersin.org/10.3389/conf.fninf.2011.08.00157/event_abstract?sname=4th_INCF_Congress_of_Neuroinformatics,2011,0,2,,,,"http://scholar.google.com/scholar?cluster=14963752064120597177&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:uSrtkDjtqc8J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPAnXbGhixq6jO0zbRQMCldZq25td&scisf=4&ct=citation&cd=26&hl=en,The era of discovery science for brain function was consolidated by the launch of the 1000 Functional Connectomes Project (FCP) in December 2009. The FCP publicly released over 1300 resting state fMRI (R-fMRI) datasets independently collected worldwide. ,,"Mennes, M & Castellanos, F & Milham, M",
27,The Autism Brain Imaging Data Exchange (ABIDE) consortium: open sharing of autism resting state fMRI data,,2012,1,0,2598876539446662785,,"http://scholar.google.com/scholar?cites=2598876539446662785&as_sdt=2005&sciodt=0,5&hl=en",,http://scholar.googleusercontent.com/scholar.bib?q=info:gZbQdHEQESQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPNKCw8VIEoD108iPNB95H33iVGWT&scisf=4&ct=citation&cd=27&hl=en,,,"Di Martino, A & Castellanos, FX & Anderson, J & Alaerts, Kaat & Assaf, M & Deen, D & Fair, D & Gallagher, L & Lainhart, J & Lord, C & others",
28,Toward Open Neuroscience Solutions in Clinical Connectomics: The Autism Brain Imaging Data Exchange (ABIDE),,2013,0,0,,,,,http://scholar.googleusercontent.com/scholar.bib?q=info:P8WifTgoQlgJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPOVkMhy9uwPzjV5TI0-bhcxjPI-B&scisf=4&ct=citation&cd=28&hl=en,,,"Milham, Michael P",
29,The Autism Brain Imaging Data Exchange (ABIDE): What Did We Learn?,,2013,0,0,,,,,http://scholar.googleusercontent.com/scholar.bib?q=info:CkJ2lcuZWssJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPEbbmiLVeLZICzcYGlxPHgeJkHfP&scisf=4&ct=citation&cd=29&hl=en,,,"Di Martino, Adriana",
30,ADHD-200 Patient Characterization and Classification using Resting State Networks: A Dissertation,http://escholarship.umassmed.edu/gsbs_diss/706/,2014,0,2,,,,"http://scholar.google.com/scholar?cluster=11778434052386728326&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:hingpl1ndaMJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPmmRUzH5L9s1dTHCgADcJtucKT8T&scisf=4&ct=citation&cd=30&hl=en,"Abstract Attention Deficit/Hyperactivity Disorder (ADHD) is a common psychiatric disorder of childhood that is characterized by symptoms of inattention, impulsivity/hyperactivity, or a combination of both. Intrinsic brain dysfunction in ADHD can be examined through various ",,"Czerniak, Suzanne M",
