,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher
10,Enhancing studies of the connectome in autism using the autism brain imaging data exchange II,http://scholar.google.com/https://www.nature.com/articles/sdata201710,2017,5,9,7931544758781848300,,"http://scholar.google.com/scholar?cites=7931544758781848300&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7931544758781848300&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Abstract The second iteration of the Autism Brain Imaging Data Exchange (ABIDE II) aims to enhance the scope of brain connectomics research in Autism Spectrum Disorder (ASD). Consistent with the initial ABIDE effort (ABIDE I), that released 1112 datasets in 2012, this ",,,
11,Thalamocortical dysconnectivity in autism spectrum disorder: An analysis of the autism brain imaging data exchange,http://www.sciencedirect.com/science/article/pii/S2451902216301100,2017,1,3,5660498608587346874,,"http://scholar.google.com/scholar?cites=5660498608587346874&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5660498608587346874&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,Background Individuals with autism spectrum disorder (ASD) exhibit differences in basic sensorimotor processing as well as general cortical excitability. These observations converge to implicate thalamocortical connectivity as a potential unifying neural mechanism. ,,,
12,LCN: a random graph mixture model for community detection in functional brain networks,http://scholar.google.com/https://uncch.pure.elsevier.com/en/publications/lcn-a-random-graph-mixture-model-for-community-detection-in-funct,2017,1,2,2880296445557986057,,"http://scholar.google.com/scholar?cites=2880296445557986057&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2880296445557986057&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"... demonstrate that LCN outperforms several other competing methods for community detectionin weighted networks, and we apply our RGMM to estimate the latent community structures inthe functional resting brain networks of 185 subjects from the ADHD-200 sample. ...",,,
13,Inconsistency in abnormal brain activity across cohorts of ADHD-200 in children with attention deficit hyperactivity disorder,http://journal.frontiersin.org/article/10.3389/fnins.2017.00320/full,2017,0,2,,,,"http://scholar.google.com/scholar?cluster=3806454594434356333&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Many papers have shown results from the multi-site dataset of resting-state fMRI (rs-fMRI) in attention deficit hyperactivity disorder (ADHD), a data-sharing project named ADHD-200. However, few studies have illustrated that to what extent the pooled findings were consistent ",,,
14,Analysis of alcohol use disorders from the Nathan Kline Institute—Rockland Sample: Correlation of brain cortical thickness with neuroticism,http://www.sciencedirect.com/science/article/pii/S0376871616309917,2017,0,6,,,,"http://scholar.google.com/scholar?cluster=10542987151082616527&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Background Although differences in both neuroanatomical measures and personality traits, in particular neuroticism, have been associated with alcohol use disorders (AUD), whether lifetime AUD diagnosis alters the relationship between neuroticism and neuroanatomical ",,,
15,A Multi-level Classification Framework for Multi-site Medical Data: Application to the ADHD-200 Collection,http://www.sciencedirect.com/science/article/pii/S0957417417305924,2017,0,0,,,,,,"Abstract Recently, the culture of sharing medical data has emerged impressively, reducing significantly the barrier to the development of medical research accordingly. As open-access large datasets result from this significant initiative, data mining techniques can be ",,,
16,Assessing the mean strength and variations of the time-to-time fluctuations of resting-state brain activity,http://link.springer.com/article/10.1007/s11517-016-1544-3,2017,1,4,14972415158691546017,,"http://scholar.google.com/scholar?cites=14972415158691546017&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14972415158691546017&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... We used the large cohort from the 1000 Functional Connectomes Project (FCP)(http://fcon_1000.projects.nitrc.org). ... Dataset 3 was also downloaded from the 1000 FunctionalConnectomes Project (FCP) Web site (http://fcon_1000.projects.nitrc.org). ...,,,
17,ADHD subgroup discrimination with global connectivity features using hierarchical extreme learning machine: resting-state FMRI study,http://ieeexplore.ieee.org/abstract/document/7950576/,2017,2,3,7800054867786014156,,"http://scholar.google.com/scholar?cites=7800054867786014156&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7800054867786014156&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... 2.1. Dataset and Subjects We used selective fMRI images from ADHD-200 dataset [9] in thisstudy. This dataset is publicly available at http:// fcon_1000.projects.nitrc.org/indi/adhd200.All the images of this dataset were acquired from 3.0 Tesla scanners. ...,,,
18,Examination of the validity of the atlas-informed approach to functional parcellation: a resting functional MRI study,http://journals.lww.com/neuroreport/Abstract/2017/08020/Examination_of_the_validity_of_the_atlas_informed.9.aspx,2017,0,2,,,,"http://scholar.google.com/scholar?cluster=4950521570628326011&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"With the advancement in MRI, functional parcellation (FP)of brain structure(s) has become an import.",,,
19,Age prediction on the basis of brain anatomical measures,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23434/full,2017,1,5,10779921192580101637,,"http://scholar.google.com/scholar?cites=10779921192580101637&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10779921192580101637&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... Abbreviations: ABIDE: Autism Brain Imaging Data Exchange (http://fcon_1000.projects.nitrc.org/indi/abide/); ADHD: Attention Deficit Hyperactivity Disorder; FCN 1000: 1000 FunctionalConnectomes Project (https://www.nitrc.org/projects/fcon_1000/); ICBM ...,,,
20,Thalamocortical dysconnectivity in autism spectrum disorder: An analysis of the autism brain imaging data exchange,http://www.sciencedirect.com/science/article/pii/S2451902216301100,2017,1,3,5660498608587346874,,"http://scholar.google.com/scholar?cites=5660498608587346874&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5660498608587346874&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,Background Individuals with autism spectrum disorder (ASD) exhibit differences in basic sensorimotor processing as well as general cortical excitability. These observations converge to implicate thalamocortical connectivity as a potential unifying neural mechanism. ,,,
21,LCN: a random graph mixture model for community detection in functional brain networks,http://scholar.google.com/https://uncch.pure.elsevier.com/en/publications/lcn-a-random-graph-mixture-model-for-community-detection-in-funct,2017,1,2,2880296445557986057,,"http://scholar.google.com/scholar?cites=2880296445557986057&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2880296445557986057&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"... demonstrate that LCN outperforms several other competing methods for community detectionin weighted networks, and we apply our RGMM to estimate the latent community structures inthe functional resting brain networks of 185 subjects from the ADHD-200 sample. ...",,,
22,Inconsistency in abnormal brain activity across cohorts of ADHD-200 in children with attention deficit hyperactivity disorder,http://journal.frontiersin.org/article/10.3389/fnins.2017.00320/full,2017,0,2,,,,"http://scholar.google.com/scholar?cluster=3806454594434356333&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Many papers have shown results from the multi-site dataset of resting-state fMRI (rs-fMRI) in attention deficit hyperactivity disorder (ADHD), a data-sharing project named ADHD-200. However, few studies have illustrated that to what extent the pooled findings were consistent ",,,
23,Analysis of alcohol use disorders from the Nathan Kline Institute—Rockland Sample: Correlation of brain cortical thickness with neuroticism,http://www.sciencedirect.com/science/article/pii/S0376871616309917,2017,0,6,,,,"http://scholar.google.com/scholar?cluster=10542987151082616527&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Background Although differences in both neuroanatomical measures and personality traits, in particular neuroticism, have been associated with alcohol use disorders (AUD), whether lifetime AUD diagnosis alters the relationship between neuroticism and neuroanatomical ",,,
24,A Multi-level Classification Framework for Multi-site Medical Data: Application to the ADHD-200 Collection,http://www.sciencedirect.com/science/article/pii/S0957417417305924,2017,0,0,,,,,,"Abstract Recently, the culture of sharing medical data has emerged impressively, reducing significantly the barrier to the development of medical research accordingly. As open-access large datasets result from this significant initiative, data mining techniques can be ",,,
25,Assessing the mean strength and variations of the time-to-time fluctuations of resting-state brain activity,http://link.springer.com/article/10.1007/s11517-016-1544-3,2017,1,4,14972415158691546017,,"http://scholar.google.com/scholar?cites=14972415158691546017&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14972415158691546017&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... We used the large cohort from the 1000 Functional Connectomes Project (FCP)(http://fcon_1000.projects.nitrc.org). ... Dataset 3 was also downloaded from the 1000 FunctionalConnectomes Project (FCP) Web site (http://fcon_1000.projects.nitrc.org). ...,,,
26,ADHD subgroup discrimination with global connectivity features using hierarchical extreme learning machine: resting-state FMRI study,http://ieeexplore.ieee.org/abstract/document/7950576/,2017,2,3,7800054867786014156,,"http://scholar.google.com/scholar?cites=7800054867786014156&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7800054867786014156&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... 2.1. Dataset and Subjects We used selective fMRI images from ADHD-200 dataset [9] in thisstudy. This dataset is publicly available at http:// fcon_1000.projects.nitrc.org/indi/adhd200.All the images of this dataset were acquired from 3.0 Tesla scanners. ...,,,
27,Examination of the validity of the atlas-informed approach to functional parcellation: a resting functional MRI study,http://journals.lww.com/neuroreport/Abstract/2017/08020/Examination_of_the_validity_of_the_atlas_informed.9.aspx,2017,0,2,,,,"http://scholar.google.com/scholar?cluster=4950521570628326011&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"With the advancement in MRI, functional parcellation (FP)of brain structure(s) has become an import.",,,
28,Age prediction on the basis of brain anatomical measures,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23434/full,2017,1,5,10779921192580101637,,"http://scholar.google.com/scholar?cites=10779921192580101637&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10779921192580101637&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... Abbreviations: ABIDE: Autism Brain Imaging Data Exchange (http://fcon_1000.projects.nitrc.org/indi/abide/); ADHD: Attention Deficit Hyperactivity Disorder; FCN 1000: 1000 FunctionalConnectomes Project (https://www.nitrc.org/projects/fcon_1000/); ICBM ...,,,
29,Assessment of the impact of shared data on the scientific literature,http://scholar.google.com/https://www.biorxiv.org/content/early/2017/09/04/183814.abstract,2017,0,4,,,,"http://scholar.google.com/scholar?cluster=1379194740163966870&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"... URLs were included as keywords: 'fcon_1000.projects.nitrc.org', 'Rockland Sample', '1000Functional Connectomes', 'International Neuroimaging Data-Sharing Initiative', 'Autism BrainImaging Data Exchange', 'ADHD-200', and 'Consortium for Reproducibility and Reliability'. ...",,,
30,LCN: a random graph mixture model for community detection in functional brain networks,http://scholar.google.com/https://uncch.pure.elsevier.com/en/publications/lcn-a-random-graph-mixture-model-for-community-detection-in-funct,2017,1,2,2880296445557986057,,"http://scholar.google.com/scholar?cites=2880296445557986057&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2880296445557986057&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"... demonstrate that LCN outperforms several other competing methods for community detectionin weighted networks, and we apply our RGMM to estimate the latent community structures inthe functional resting brain networks of 185 subjects from the ADHD-200 sample. ...",,,
31,Inconsistency in abnormal brain activity across cohorts of ADHD-200 in children with attention deficit hyperactivity disorder,http://journal.frontiersin.org/article/10.3389/fnins.2017.00320/full,2017,0,2,,,,"http://scholar.google.com/scholar?cluster=3806454594434356333&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Many papers have shown results from the multi-site dataset of resting-state fMRI (rs-fMRI) in attention deficit hyperactivity disorder (ADHD), a data-sharing project named ADHD-200. However, few studies have illustrated that to what extent the pooled findings were consistent ",,,
32,Analysis of alcohol use disorders from the Nathan Kline Institute—Rockland Sample: Correlation of brain cortical thickness with neuroticism,http://www.sciencedirect.com/science/article/pii/S0376871616309917,2017,0,6,,,,"http://scholar.google.com/scholar?cluster=10542987151082616527&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Background Although differences in both neuroanatomical measures and personality traits, in particular neuroticism, have been associated with alcohol use disorders (AUD), whether lifetime AUD diagnosis alters the relationship between neuroticism and neuroanatomical ",,,
33,A Multi-level Classification Framework for Multi-site Medical Data: Application to the ADHD-200 Collection,http://www.sciencedirect.com/science/article/pii/S0957417417305924,2017,0,0,,,,,,"Abstract Recently, the culture of sharing medical data has emerged impressively, reducing significantly the barrier to the development of medical research accordingly. As open-access large datasets result from this significant initiative, data mining techniques can be ",,,
34,Assessing the mean strength and variations of the time-to-time fluctuations of resting-state brain activity,http://link.springer.com/article/10.1007/s11517-016-1544-3,2017,1,4,14972415158691546017,,"http://scholar.google.com/scholar?cites=14972415158691546017&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14972415158691546017&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... We used the large cohort from the 1000 Functional Connectomes Project (FCP)(http://fcon_1000.projects.nitrc.org). ... Dataset 3 was also downloaded from the 1000 FunctionalConnectomes Project (FCP) Web site (http://fcon_1000.projects.nitrc.org). ...,,,
35,ADHD subgroup discrimination with global connectivity features using hierarchical extreme learning machine: resting-state FMRI study,http://ieeexplore.ieee.org/abstract/document/7950576/,2017,2,3,7800054867786014156,,"http://scholar.google.com/scholar?cites=7800054867786014156&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7800054867786014156&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... 2.1. Dataset and Subjects We used selective fMRI images from ADHD-200 dataset [9] in thisstudy. This dataset is publicly available at http:// fcon_1000.projects.nitrc.org/indi/adhd200.All the images of this dataset were acquired from 3.0 Tesla scanners. ...,,,
36,Examination of the validity of the atlas-informed approach to functional parcellation: a resting functional MRI study,http://journals.lww.com/neuroreport/Abstract/2017/08020/Examination_of_the_validity_of_the_atlas_informed.9.aspx,2017,0,2,,,,"http://scholar.google.com/scholar?cluster=4950521570628326011&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"With the advancement in MRI, functional parcellation (FP)of brain structure(s) has become an import.",,,
37,Age prediction on the basis of brain anatomical measures,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23434/full,2017,1,5,10779921192580101637,,"http://scholar.google.com/scholar?cites=10779921192580101637&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10779921192580101637&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... Abbreviations: ABIDE: Autism Brain Imaging Data Exchange (http://fcon_1000.projects.nitrc.org/indi/abide/); ADHD: Attention Deficit Hyperactivity Disorder; FCN 1000: 1000 FunctionalConnectomes Project (https://www.nitrc.org/projects/fcon_1000/); ICBM ...,,,
38,Assessment of the impact of shared data on the scientific literature,http://scholar.google.com/https://www.biorxiv.org/content/early/2017/09/04/183814.abstract,2017,0,4,,,,"http://scholar.google.com/scholar?cluster=1379194740163966870&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"... URLs were included as keywords: 'fcon_1000.projects.nitrc.org', 'Rockland Sample', '1000Functional Connectomes', 'International Neuroimaging Data-Sharing Initiative', 'Autism BrainImaging Data Exchange', 'ADHD-200', and 'Consortium for Reproducibility and Reliability'. ...",,,
39,Cerebellar Volume in Children With Attention-Deficit Hyperactivity Disorder (ADHD) Replication Study,http://journals.sagepub.com/doi/abs/10.1177/0883073816678550,2017,0,6,,,,"http://scholar.google.com/scholar?cluster=9407061153841133834&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,,,,
40,Inconsistency in abnormal brain activity across cohorts of ADHD-200 in children with attention deficit hyperactivity disorder,http://journal.frontiersin.org/article/10.3389/fnins.2017.00320/full,2017,0,2,,,,"http://scholar.google.com/scholar?cluster=3806454594434356333&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Many papers have shown results from the multi-site dataset of resting-state fMRI (rs-fMRI) in attention deficit hyperactivity disorder (ADHD), a data-sharing project named ADHD-200. However, few studies have illustrated that to what extent the pooled findings were consistent ",,,
41,Analysis of alcohol use disorders from the Nathan Kline Institute—Rockland Sample: Correlation of brain cortical thickness with neuroticism,http://www.sciencedirect.com/science/article/pii/S0376871616309917,2017,0,6,,,,"http://scholar.google.com/scholar?cluster=10542987151082616527&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Background Although differences in both neuroanatomical measures and personality traits, in particular neuroticism, have been associated with alcohol use disorders (AUD), whether lifetime AUD diagnosis alters the relationship between neuroticism and neuroanatomical ",,,
42,A Multi-level Classification Framework for Multi-site Medical Data: Application to the ADHD-200 Collection,http://www.sciencedirect.com/science/article/pii/S0957417417305924,2017,0,0,,,,,,"Abstract Recently, the culture of sharing medical data has emerged impressively, reducing significantly the barrier to the development of medical research accordingly. As open-access large datasets result from this significant initiative, data mining techniques can be ",,,
43,Assessing the mean strength and variations of the time-to-time fluctuations of resting-state brain activity,http://link.springer.com/article/10.1007/s11517-016-1544-3,2017,1,4,14972415158691546017,,"http://scholar.google.com/scholar?cites=14972415158691546017&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14972415158691546017&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... We used the large cohort from the 1000 Functional Connectomes Project (FCP)(http://fcon_1000.projects.nitrc.org). ... Dataset 3 was also downloaded from the 1000 FunctionalConnectomes Project (FCP) Web site (http://fcon_1000.projects.nitrc.org). ...,,,
44,ADHD subgroup discrimination with global connectivity features using hierarchical extreme learning machine: resting-state FMRI study,http://ieeexplore.ieee.org/abstract/document/7950576/,2017,2,3,7800054867786014156,,"http://scholar.google.com/scholar?cites=7800054867786014156&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7800054867786014156&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... 2.1. Dataset and Subjects We used selective fMRI images from ADHD-200 dataset [9] in thisstudy. This dataset is publicly available at http:// fcon_1000.projects.nitrc.org/indi/adhd200.All the images of this dataset were acquired from 3.0 Tesla scanners. ...,,,
45,Examination of the validity of the atlas-informed approach to functional parcellation: a resting functional MRI study,http://journals.lww.com/neuroreport/Abstract/2017/08020/Examination_of_the_validity_of_the_atlas_informed.9.aspx,2017,0,2,,,,"http://scholar.google.com/scholar?cluster=4950521570628326011&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"With the advancement in MRI, functional parcellation (FP)of brain structure(s) has become an import.",,,
46,Age prediction on the basis of brain anatomical measures,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23434/full,2017,1,5,10779921192580101637,,"http://scholar.google.com/scholar?cites=10779921192580101637&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10779921192580101637&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... Abbreviations: ABIDE: Autism Brain Imaging Data Exchange (http://fcon_1000.projects.nitrc.org/indi/abide/); ADHD: Attention Deficit Hyperactivity Disorder; FCN 1000: 1000 FunctionalConnectomes Project (https://www.nitrc.org/projects/fcon_1000/); ICBM ...,,,
47,Assessment of the impact of shared data on the scientific literature,http://scholar.google.com/https://www.biorxiv.org/content/early/2017/09/04/183814.abstract,2017,0,4,,,,"http://scholar.google.com/scholar?cluster=1379194740163966870&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"... URLs were included as keywords: 'fcon_1000.projects.nitrc.org', 'Rockland Sample', '1000Functional Connectomes', 'International Neuroimaging Data-Sharing Initiative', 'Autism BrainImaging Data Exchange', 'ADHD-200', and 'Consortium for Reproducibility and Reliability'. ...",,,
48,Cerebellar Volume in Children With Attention-Deficit Hyperactivity Disorder (ADHD) Replication Study,http://journals.sagepub.com/doi/abs/10.1177/0883073816678550,2017,0,6,,,,"http://scholar.google.com/scholar?cluster=9407061153841133834&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,,,,
49,Functional Connectivity Analysis of Resting-state fMRI data in ADHD Study,http://scholar.google.com/https://www.researchgate.net/profile/Jingyi_Wang33/publication/316072012_Functional_Connectivity_Analysis_of_Resting-state_fMRI_data_in_ADHD_Study/links/58eee7eaaca2724f0a28c14f/Functional-Connectivity-Analysis-of-Resting-state-fMRI-data-in-ADHD-Study.pdf,2017,0,0,,http://scholar.google.com/https://www.researchgate.net/profile/Jingyi_Wang33/publication/316072012_Functional_Connectivity_Analysis_of_Resting-state_fMRI_data_in_ADHD_Study/links/58eee7eaaca2724f0a28c14f/Functional-Connectivity-Analysis-of-Resting-state-fMRI-data-in-ADHD-Study.pdf,,,,"... The example dataset in this project is acquired from the ADHD-200 Global Competition. In 2011,the ADHD-200 global competition was held with the aim of classifying ADHD by ... ADHD-200samples from New York University Child Study Center with 222 participants in- ...",,,
50,Analysis of alcohol use disorders from the Nathan Kline Institute—Rockland Sample: Correlation of brain cortical thickness with neuroticism,http://www.sciencedirect.com/science/article/pii/S0376871616309917,2017,0,6,,,,"http://scholar.google.com/scholar?cluster=10542987151082616527&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,"Background Although differences in both neuroanatomical measures and personality traits, in particular neuroticism, have been associated with alcohol use disorders (AUD), whether lifetime AUD diagnosis alters the relationship between neuroticism and neuroanatomical ",,,
51,A Multi-level Classification Framework for Multi-site Medical Data: Application to the ADHD-200 Collection,http://www.sciencedirect.com/science/article/pii/S0957417417305924,2017,0,0,,,,,,"Abstract Recently, the culture of sharing medical data has emerged impressively, reducing significantly the barrier to the development of medical research accordingly. As open-access large datasets result from this significant initiative, data mining techniques can be ",,,
52,Assessing the mean strength and variations of the time-to-time fluctuations of resting-state brain activity,http://link.springer.com/article/10.1007/s11517-016-1544-3,2017,1,4,14972415158691546017,,"http://scholar.google.com/scholar?cites=14972415158691546017&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14972415158691546017&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",,... We used the large cohort from the 1000 Functional Connectomes Project (FCP)(http://fcon_1000.projects.nitrc.org). ... Dataset 3 was also downloaded from the 1000 FunctionalConnectomes Project (FCP) Web site (http://fcon_1000.projects.nitrc.org). ...,,,
